id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
464,0,5,1,8,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.1,0.3,-1,11,1,0,6,1,14,1,1,2,1,104,0,0.64807407,1.076860297,0.485798312,0,0.4,0.4,0.7,2,4,9,4,8,3,12,9,0,1,7,0,0,0,0,0,0
465,0,2,1,10,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1,0.8,0.3,0.691013748,11,1,-1,0,-1,1,1,0,2,1,80,3,0.316227766,0.841575903,-1,3.741657387,0.7,0.1,0.7,3,4,8,0,9,1,6,5,5,1,6,0,1,0,1,1,0
466,0,1,3,8,1,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.7,1.2,1.096870548,7,1,0,0,1,0,1,1,0,1,32,1,0.316069613,0.448758618,0.304959014,1,0.6,0.7,0.9,2,2,7,4,10,3,5,8,2,4,7,0,1,1,0,0,0
468,0,7,2,11,1,0,0,0,0,1,0,0,0,0,0,13,0,0,1,0.9,1,1.307430687,6,1,-1,0,0,0,1,1,0,1,32,1,0.316227766,0.650095352,0.36152455,3.16227766,0.2,0.3,0,2,3,10,4,11,1,8,2,2,3,9,0,0,1,0,0,0
469,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.7,0.1,0.472361091,7,1,-1,0,-1,14,1,1,2,1,82,3,0.316227766,0.612591703,0.368510515,2.645751311,0.8,0.2,0.3,2,1,9,3,8,3,6,13,4,3,13,0,1,1,0,1,0
473,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0.5,0.2,0.571729831,7,1,-1,0,-1,4,1,1,2,1,104,2,0.316227766,0.640021952,0.380788655,2.828427125,0.4,0.8,0.3,4,1,7,3,6,3,9,3,1,4,3,0,1,0,1,0,0
474,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0.8,0.5,0.821964111,11,0,-1,0,-1,0,1,1,2,1,78,3,0.4,0.816273026,0.384837628,3.16227766,0.5,0.7,0.4,2,1,10,3,8,2,10,10,3,3,8,0,1,0,0,0,0
475,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0.680073525,10,0,-1,0,1,11,1,1,0,1,44,3,0.447213595,0.779727649,0.40620192,3.16227766,0.8,0.3,0.2,3,1,8,2,10,4,3,8,1,2,13,0,1,1,0,1,0
478,0,0,2,1,1,-1,0,0,1,0,0,0,0,0,0,2,0,0,1,0.6,0.3,0.631466547,7,1,0,0,0,14,-1,1,2,1,49,3,0.4,0.77482336,-1,3.464101615,0.5,0.2,0.8,1,1,7,5,9,2,7,3,1,1,3,0,1,1,0,0,1
479,0,0,3,5,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.4,0,0.705336799,7,1,-1,0,-1,4,1,1,2,1,48,1,0.316227766,0.702001272,0.371079506,3.605551276,0.4,0.3,0.6,1,2,9,5,9,1,4,7,0,1,6,0,1,1,1,0,0
480,0,3,4,7,1,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.4,0,0.78620926,11,1,-1,0,-1,1,1,1,0,1,70,3,0.374165739,0.731874645,0.393700394,2.828427125,0.4,0.1,0.8,3,1,7,4,7,3,11,2,1,1,5,0,1,1,0,0,1
484,1,3,1,8,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,1.5,1.496245301,8,0,-1,0,1,10,1,1,0,1,83,2,0.408411557,0.690280815,0.397492138,1.732050808,0.9,0.3,0.6,2,1,9,3,8,3,11,5,3,2,7,0,1,1,1,1,0
486,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.1,0.3,-1,7,1,-1,0,-1,0,1,1,2,1,34,2,0.4,0.768383513,0.378021163,3,0.7,0,0,2,1,7,3,10,2,10,4,6,3,7,0,1,1,0,1,0
489,0,4,3,6,1,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.8,0.9,1.086565691,7,1,-1,2,-1,1,1,1,2,1,1,0,0.424264069,0.861216706,0.418927201,3.16227766,0.8,0.4,0.1,2,3,8,4,10,1,6,4,1,2,10,0,1,1,0,0,0
491,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.8,0.2,0.55789784,11,1,-1,0,-1,0,1,1,2,1,34,2,0.4,0.776357116,-1,3.16227766,0.9,0.9,0.9,0,0,8,2,8,6,7,2,1,4,4,1,1,0,0,0,1
493,0,1,1,7,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.7,0.2,0.631466547,7,0,-1,0,-1,14,1,1,2,1,68,3,0.447213595,0.763446946,0.426966041,2.645751311,0.4,0.7,0.8,0,0,7,2,9,2,8,3,2,4,8,0,1,0,0,0,0
495,0,3,2,4,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0.9,0.8,1.02774024,3,0,-1,8,-1,9,1,1,1,1,13,3,0.447213595,0.918845395,0.467974358,2.828427125,0.8,0.6,0.3,2,1,9,2,6,3,5,6,0,3,7,0,1,1,0,1,0
496,0,2,1,6,0,3,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.3,0.594243216,11,1,-1,2,-1,11,1,1,2,1,104,0,0.399749922,0.549323401,0.390512484,1,0.5,0.5,0,3,1,8,4,8,3,4,5,1,4,13,0,1,0,0,1,0
498,0,3,1,3,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0.9,0.9,1.101135777,7,1,-1,1,-1,3,0,1,2,1,59,3,0.316227766,0.723584397,0.349857114,3.605551276,0.2,0.1,0.9,2,2,5,0,10,3,6,9,1,1,4,1,1,1,0,0,0
502,0,1,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9,0.4,0.9246621,11,1,-1,0,-1,3,1,1,0,1,15,3,0.4,0.854811371,0.402367991,3.464101615,0.6,0.6,0.5,4,1,7,4,11,4,3,9,4,4,13,1,1,1,1,1,0
504,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,0.7,0.964689069,11,1,1,1,0,3,1,0,0,1,102,2,0.4,1.004195743,0.326955654,3.741657387,0.1,0.2,0.6,3,2,8,2,8,1,8,5,6,3,7,0,0,1,0,1,0
508,0,0,1,8,1,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.3,0,0.709753478,7,1,-1,0,-1,1,1,1,2,1,64,3,0.316227766,0.658887116,0.370135111,2.828427125,0.2,0,0.6,4,1,8,2,8,2,6,8,2,5,9,0,1,0,0,1,0
513,0,1,1,5,0,3,1,0,0,0,0,0,0,0,0,11,1,0,0,0.5,0,0.625999201,7,1,-1,0,-1,14,1,1,2,1,42,2,0.4,0.831950685,0.393700394,3.605551276,0.7,0.3,0.1,2,0,7,0,8,2,6,7,0,1,1,1,0,0,0,0,1
518,0,3,2,4,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.7,0.1,0.476313972,7,1,-1,0,-1,11,1,1,2,1,53,2,0.447213595,0.744678088,0.430697109,2.449489743,0.6,0.9,0.1,1,2,6,4,11,2,4,5,0,4,11,0,1,0,0,0,0
524,0,1,2,2,1,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.9,0.6,0.893028555,8,1,-1,0,1,1,1,1,0,1,64,1,0.316227766,0.697397761,0.370135111,3.16227766,0.6,0.1,0,2,2,8,4,11,4,3,6,1,3,10,0,1,1,0,1,1
525,0,4,2,3,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.4,0.755397247,11,0,-1,0,-1,11,1,1,2,1,104,2,0.446989933,0.74656237,0.344963766,2.236067978,0.4,0.7,0.6,4,3,6,2,10,3,10,9,2,0,4,0,1,1,0,0,0
526,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.6,0.3,0.743723739,10,1,-1,0,-1,0,1,1,0,1,78,3,0.4,0.915484901,0.384837628,3.605551276,0.2,0.6,0,2,2,8,3,11,3,9,7,3,4,5,1,1,1,1,0,0
528,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0.7,0.2,0.58309519,11,0,-1,0,-1,10,1,0,2,1,89,2,0.387298335,1.140175425,0.408656335,3.605551276,0.9,0.2,0.8,4,0,6,3,7,1,11,6,1,1,6,0,0,0,1,0,0
529,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0.7,0.2,0.65,7,0,0,1,1,5,1,1,1,1,104,2,0.424264069,1.20874226,0.386652299,3.31662479,0.8,0.4,0,4,1,7,2,11,3,9,7,3,2,8,1,1,1,0,0,0
531,0,2,2,6,1,6,0,1,0,0,0,0,0,0,0,6,0,1,0,0.7,0.9,1.467140075,8,1,1,1,0,9,1,1,2,1,61,3,0.447213595,0.971909172,0.381968585,3.464101615,0,0.2,0.4,3,4,6,4,7,3,6,3,2,2,9,0,1,1,1,1,0
533,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.6,0.3,0.749583218,11,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.649188941,0.358329457,3.16227766,0.9,0.6,0.3,3,2,7,2,10,4,11,4,1,3,5,0,1,0,0,1,0
535,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.5,0.6,0.519013487,7,1,-1,0,-1,1,1,0,2,1,10,2,0.316227766,0.791953334,0.381444623,3.741657387,0,0.8,0.2,2,1,10,3,8,1,5,9,4,3,9,1,1,1,0,0,0
537,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.1,0.3,-1,6,1,-1,0,1,1,1,1,0,1,64,1,0.316069613,0.505077525,0.364005495,1.732050808,0.4,0.5,0.5,3,2,9,2,8,2,9,2,2,3,6,0,1,1,1,0,1
538,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.8,0.4,0.920258116,10,1,-1,0,-1,1,1,1,2,1,40,2,0.374165739,0.758042281,0.381444623,3.464101615,0.5,0.1,0.3,2,2,6,3,10,4,6,8,0,1,5,0,1,0,0,1,0
540,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9,0.5,0.90173444,11,0,0,8,0,9,1,1,2,1,13,3,0.447213595,0.925510804,0.399124041,2.828427125,0.6,0.5,0.2,5,1,9,4,7,5,5,3,3,1,8,1,1,0,0,0,0
541,0,0,3,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.8,0.3,0.695071939,11,1,-1,1,-1,3,1,1,2,1,104,3,0.424264069,0.755557919,0.415090352,2.828427125,0.5,0.1,0.4,3,2,7,2,12,3,7,3,0,2,11,0,1,1,1,1,0
542,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0,0.2,-1,7,1,-1,0,-1,0,1,1,2,1,62,3,0.4,0.815639991,0.382622529,3,0.4,0.8,0.3,4,2,8,7,7,1,11,3,0,2,4,0,1,0,1,0,0
544,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,13,0,0,1,0.8,0.2,0.657171971,7,1,-1,0,-1,1,1,1,2,1,65,3,0.315277655,0.457242002,0.352136337,1,0.3,0.3,0.6,1,1,8,3,9,2,10,3,1,2,3,0,1,1,0,0,0
545,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,1,0,0,1,0.9,0.3,0.594243216,7,0,0,0,0,10,-1,1,2,1,28,3,0.387298335,0.718685094,0.324037035,2.236067978,0.8,0.5,0.3,3,2,7,3,10,3,8,4,4,1,12,0,0,1,1,0,0
546,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.6,0.8,1.330178559,11,1,-1,2,-1,0,1,1,1,1,100,0,0.4,0.905629775,0.423083916,3.464101615,0.9,0.1,0.1,3,2,7,2,9,4,10,3,1,4,11,0,1,1,0,1,0
548,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.9,0.3,0.648556089,11,0,-1,0,-1,1,1,1,1,1,51,2,0.4,0.908931804,0.408411557,3.605551276,0.6,0.2,0.2,1,2,7,3,10,0,5,4,1,3,11,0,1,1,0,1,1
549,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.2,0.3,-1,7,1,-1,0,-1,0,1,1,2,1,54,3,0.4,0.910929958,0.382622529,3.464101615,0,0.1,0.8,3,2,8,2,8,2,7,7,0,4,4,0,1,1,0,0,0
554,0,5,1,5,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.2,0.3,-1,8,1,-1,9,1,15,1,1,0,1,41,2,0.547722558,1.237791622,0.532916504,2.645751311,0.9,0.5,0.6,2,2,8,3,10,3,7,9,0,1,6,0,1,1,0,0,1
562,0,1,1,4,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.4,1,1.573014622,8,0,0,9,0,14,-1,1,2,1,104,3,0.591607978,1.644707264,0.398622629,3.605551276,0.7,0.5,0.5,2,3,10,4,6,3,5,7,0,3,9,0,1,0,1,0,0
563,1,7,2,1,0,6,0,0,0,1,0,0,0,0,0,8,0,1,0,0.9,0.8,1.167261753,0,1,-1,0,1,11,1,1,0,1,104,2,0.446989933,0.676234714,0.411096096,2.236067978,0,0,0.8,0,1,7,3,9,3,5,6,1,2,8,0,1,0,0,1,0
564,0,0,1,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.9,1.5,1.295424641,7,0,1,9,1,8,-1,0,2,1,104,3,0.447213595,1.895241976,0.399374511,3.605551276,0.9,0.3,0.8,1,2,7,4,11,0,8,3,2,3,9,0,0,0,0,0,0
568,0,4,1,6,1,6,0,0,0,1,0,0,0,0,0,13,1,0,0,0.6,0.1,0.445112345,11,1,1,0,1,0,1,1,0,1,32,3,0.316227766,0.664600794,0.294448637,3.16227766,0.5,0.5,0.8,1,3,9,0,10,2,12,7,3,2,9,0,1,0,0,0,0
569,0,1,1,5,1,1,1,0,0,0,0,0,0,0,0,6,1,0,0,0.9,0.3,0.570635611,7,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.656562549,0.358329457,3.16227766,0.2,0.6,0.1,4,3,10,3,11,3,10,3,1,3,8,0,1,0,1,0,1
570,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.4,0,-1,6,1,-1,2,0,1,1,1,0,1,1,0,0.424264069,0.916424962,0.418927201,3.31662479,0.4,0.8,0,2,0,7,1,8,2,10,12,0,1,13,0,0,1,0,0,0
573,0,1,1,7,1,5,0,1,0,0,0,0,0,0,0,5,0,1,0,0.9,0.4,0.632949445,11,1,-1,0,-1,0,1,1,2,1,39,3,0.316069613,0.70649291,0.374432905,3.16227766,0.8,0,0.5,3,4,7,4,8,1,10,9,1,3,12,0,1,1,0,0,0
580,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.1,0.2,-1,11,1,-1,0,-1,0,1,0,2,1,87,3,0.316227766,0.802321013,0.36152455,3.741657387,0.8,0.2,0,1,4,9,3,10,1,9,5,1,2,7,0,1,0,0,0,0
582,0,3,3,7,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.9,0.4,0.619475585,11,1,-1,0,-1,7,1,0,2,1,79,3,0.387298335,0.993480816,0.39,3.605551276,0.7,0.3,0.4,3,2,5,4,6,3,3,7,2,7,7,0,0,0,0,0,0
583,0,0,1,6,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.9,1.3,1.664143924,11,0,0,9,1,17,1,1,2,1,104,3,0.547722558,1.470705683,0.44609416,3.16227766,0.1,0.7,0.5,3,2,9,2,9,3,4,5,3,2,6,0,1,1,0,0,0
584,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.7,0.2,0.540832691,7,1,1,0,1,0,1,0,1,1,78,3,0.4,0.895339171,0.328785645,3.741657387,0.7,0.4,0.4,2,2,9,2,7,2,5,3,1,1,6,0,0,0,0,0,0
585,0,5,1,4,1,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.7,0.8,1.062426468,11,1,-1,0,-1,1,1,1,2,1,70,3,0.424264069,0.779608399,0.393700394,3.16227766,0.5,0.5,0,4,2,10,2,10,1,5,4,0,1,7,1,1,0,0,1,0
586,0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0.9,0.4,0.74707764,10,1,-1,0,1,4,1,1,0,1,104,2,0.4,0.820073571,0.414125585,3.16227766,0.8,0.3,0,3,2,9,4,8,3,7,6,5,2,6,0,0,0,0,0,0
588,0,3,2,7,1,0,0,0,0,1,0,0,0,0,0,13,0,1,0,0.7,0.6,0.768927825,11,1,-1,0,-1,1,1,1,2,1,52,3,0.374165739,0.768154922,0.359861084,3.31662479,0.7,0.6,0.1,2,2,10,1,8,1,6,5,3,3,3,0,1,1,0,0,0
599,0,2,1,6,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.8,0.3,0.696867993,7,1,1,8,0,14,1,1,2,1,104,2,0.479583152,1.06807543,0.474341649,3.464101615,0.6,0.3,0.6,2,2,8,4,9,2,6,4,0,2,11,0,0,0,0,1,0
601,0,1,1,5,1,6,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0.667083203,7,1,-1,0,-1,0,1,1,2,1,32,1,0.316227766,0.574654046,0.36152455,2.645751311,0.8,0.6,0.5,1,2,8,6,8,2,6,4,4,3,9,0,1,1,0,1,0
603,0,2,1,3,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0.613901458,8,1,-1,0,1,0,1,1,0,1,32,1,0.316227766,0.651730056,0.36152455,3,0.1,0.4,0.3,2,0,9,4,11,1,10,4,3,2,11,0,0,0,1,1,0
604,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0.9,0,0.881405128,11,1,-1,0,-1,1,1,0,2,1,51,2,0.4,0.938028088,0.401746189,3.741657387,0.2,0.5,0.7,2,2,10,3,11,3,11,6,0,2,11,0,1,0,1,1,0
608,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.7,0.5,0.587898801,6,0,-1,8,0,13,1,1,0,1,104,3,0.5,1.10009391,0.500999002,2.645751311,0.6,0,0.1,5,4,8,4,9,1,7,6,2,4,6,0,0,1,0,0,0
609,0,3,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.4,0.4,1.068000468,11,1,0,0,1,11,1,1,2,1,7,3,0.374165739,0.772071915,0.354259792,3.16227766,0.7,0.2,0.5,2,3,9,2,6,2,4,7,2,2,3,0,0,0,1,0,0
610,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,12,0,1,0,0.5,0.4,0.787400787,9,1,1,0,1,0,1,1,1,1,87,3,0.316227766,0.737578963,0.294448637,3.31662479,0.7,0.3,0.3,4,0,7,3,11,5,8,9,0,6,11,0,1,0,0,0,0
611,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.4,0,0.708872344,11,1,-1,0,-1,0,1,1,2,1,78,3,0.4,0.795545449,0.384837628,3.31662479,0.7,0.9,0.4,1,0,7,2,9,1,7,7,4,5,9,0,1,1,1,0,0
619,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0.9,0.2,0.502493781,7,1,1,0,0,1,1,0,2,1,51,2,0.4,0.934077085,0.436348485,3.605551276,0,0.8,0.1,5,2,6,6,10,2,12,4,2,3,4,0,1,1,0,0,0
624,0,3,1,7,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.9,1,1.254491929,11,1,0,0,1,7,1,1,2,1,92,3,0.368781778,0.633875004,-1,2.449489743,0.4,0.2,0.9,1,4,8,6,12,3,4,4,0,3,6,0,1,0,1,0,0
625,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.5,0.2,0.531507291,7,0,0,9,1,2,1,1,2,1,104,3,0.447213595,1.396024462,0.466904701,3.31662479,0.7,0.2,0.6,2,2,9,2,9,0,5,6,1,3,5,0,0,1,0,0,0
626,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0.7,0.4,0.979157801,11,1,-1,0,-1,0,1,1,2,1,88,3,0.4,0.83737587,0.397492138,3.31662479,0.8,0.5,0.9,2,1,8,2,8,4,9,2,1,2,7,1,1,1,0,0,0
627,1,0,2,1,1,-1,0,1,0,0,0,0,0,0,0,7,0,1,0,0.9,1.2,0.473682383,11,0,1,0,1,10,-1,1,2,1,28,3,0.387298335,1.065615874,0.328633535,3.605551276,0.2,0.5,0.4,3,3,10,4,10,1,3,8,1,2,10,0,1,0,0,0,0
629,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,0.6,0.903119593,11,1,-1,0,-1,14,1,1,2,1,49,3,0.4,0.791078874,0.368510515,3.605551276,0.4,0.8,0.5,4,2,10,3,9,5,7,1,2,2,9,0,1,1,0,0,0
630,1,0,1,8,1,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.4,0,1.173669459,11,1,1,0,0,1,1,0,2,1,65,3,0.316227766,0.784618268,0.289827535,3.605551276,0,0.4,0.6,3,1,6,3,11,1,11,4,1,1,8,1,0,1,0,0,0
636,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.7,0.1,0.523808171,7,1,-1,0,-1,5,1,1,2,1,104,3,0.399749922,0.633858706,0.39306488,2.236067978,0.3,0.1,0.5,2,3,9,4,11,3,5,5,0,4,7,1,1,0,1,0,1
639,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0.9,1.2,0.995929214,7,1,-1,0,-1,1,1,1,0,1,64,3,0.316227766,0.671820642,0.361939221,3.31662479,0.6,0.8,0.6,2,0,3,3,12,2,10,5,2,1,7,0,0,0,0,0,0
641,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7,0.7,1.145643924,11,1,0,0,0,10,1,1,2,1,28,3,0.374165739,0.738856611,0.324807635,2.828427125,0.9,0.1,0.3,2,3,7,3,10,0,10,4,3,1,8,0,0,1,1,1,0
642,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.9,0.3,0.669421392,7,1,-1,0,-1,11,1,0,2,1,76,3,0.316227766,0.840786232,0.379473319,3.605551276,0.9,0.6,0.1,2,2,8,1,10,0,10,3,1,2,10,0,1,0,0,0,0
647,0,0,2,1,1,3,1,0,0,0,0,0,0,0,0,3,0,0,1,0.9,1.3,1.134680572,11,1,-1,0,-1,0,1,1,1,1,87,3,0.316227766,0.745690096,0.36152455,3.464101615,0,0.1,0.2,4,2,8,1,12,2,10,4,0,1,5,0,1,0,1,0,0
648,0,5,1,10,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.4,0,0.632455532,7,1,-1,0,-1,15,1,0,2,1,63,2,0.387298335,0.927450963,-1,3.605551276,0.5,0.1,0.9,4,4,7,2,10,2,6,8,2,4,8,0,1,1,1,0,0
650,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0.9,1.2,1.326178721,9,1,0,0,1,0,1,1,2,1,88,3,0.4,0.661141012,0.328937684,2.236067978,0.6,0.1,0.4,2,2,6,6,9,2,9,3,2,3,7,1,0,1,1,0,0
652,0,6,2,0,0,6,0,0,0,1,0,0,0,0,0,7,0,1,0,0.9,1.4,1.428504463,6,1,-1,2,1,11,1,1,0,1,94,0,0.374165739,0.787335185,0.430116263,3.605551276,0.1,0.3,0.2,3,1,6,4,8,0,7,7,0,6,3,0,0,1,0,0,0
657,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0.6,0.4,0.924324077,11,1,-1,0,-1,0,1,1,2,1,23,3,0.4,0.889818442,0.397492138,3.464101615,0.4,0.8,0.9,3,1,9,4,11,1,10,7,1,1,8,0,0,0,1,1,0
660,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.7,0.2,0.651440711,7,1,-1,0,-1,0,1,0,0,1,46,3,0.4,0.86656203,0.366333182,3.741657387,0.3,0.5,0.9,2,1,9,2,8,2,14,9,1,5,4,0,1,1,0,0,0
666,0,1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8,0.4,1.117195149,8,1,-1,0,0,1,1,1,0,1,74,3,0.374165739,0.712071243,0.386134691,3.16227766,0.4,0.1,0.1,3,1,9,5,9,4,13,3,1,4,13,0,1,1,0,1,0
669,0,2,1,5,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.2,0.1,-1,6,1,-1,8,0,4,1,1,0,1,6,2,0.447213595,1.081426591,0.430116263,3.605551276,0.7,0.8,0.4,2,2,8,2,8,3,10,2,3,0,4,0,1,1,0,1,0
670,1,0,2,0,0,6,0,0,0,1,0,0,0,0,0,7,1,0,0,0.9,0.4,0.843726852,6,1,-1,0,1,0,1,1,0,1,39,1,0.316069613,0.667563103,0.374432905,2.828427125,0.1,0.9,0.3,1,2,8,6,8,2,8,9,0,4,9,0,0,0,0,0,0
672,0,2,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.9,0.3,0.689655711,6,1,-1,0,1,1,1,1,0,1,74,3,0.360555128,0.609073948,0.366742416,2.236067978,0.1,0.1,0.6,4,2,7,5,6,2,7,5,1,5,7,0,1,0,0,1,0
685,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.9,0.8,1.116635572,11,0,0,0,1,0,1,1,2,1,88,3,0.4,0.815006465,0.332415403,3.16227766,0.8,0.7,0.5,4,3,7,4,9,3,9,6,0,2,9,0,0,1,0,1,1
689,0,0,4,7,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.4,0.5,1.086853256,7,1,-1,0,-1,1,1,1,2,1,38,3,0.316227766,0.70064905,0.359861084,3.464101615,0.2,0.9,0.7,4,1,9,2,9,1,8,2,0,5,7,0,0,1,0,0,0
697,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.8,0.1,0.587367006,11,1,-1,0,-1,0,1,1,0,1,88,3,0.4,0.737485117,0.397492138,2.828427125,0.3,0.5,0.9,1,2,8,2,6,2,8,9,3,1,14,0,1,1,0,0,0
700,0,4,3,3,1,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.3,0.3,-1,7,0,-1,1,-1,16,1,1,2,1,104,2,0.4,0.97956391,0.414728827,3.31662479,0.6,0.4,0.6,1,1,8,1,10,3,4,5,1,2,5,0,1,1,1,1,0
701,0,0,1,9,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.4,0.4,0.62249498,7,1,0,0,0,6,1,1,2,1,77,2,0.374165739,0.739946391,0.342052628,3.16227766,0.3,0.6,0.8,1,0,8,7,10,5,6,6,2,1,7,0,1,0,1,0,0
